Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column15,Column16,Column17,Column18
REF. 87067878-SAVANA-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87047151-COLLAR-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Vivo: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87057877-JANE-LM ,mujer,vestidos,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87057877-JANE-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87067135-SANDI-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87067135-SANDI-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87067135-SANDI-LM ,mujer,vestidos,6,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87067131-MADELEN-LM ,mujer,vestidos,7,XS-S-M-L-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87067131-MADELEN-LM ,mujer,vestidos,7,XS-S-M-L-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87047651-JOSEPHIN-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 33%  viscosa-32%  algodón-20%  poliéster-15%  polyester coat,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87037147-PATY-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87077650-KORK-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 76%  algodón-24%  poliéster,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87027159-DREAMS-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87067884-MYSURU-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87057157-ARMANDA-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87087156-MAFALDA-LM ,mujer,vestidos,10,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87027161-PURPLE-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster. Vivo: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87047884-DEEP-LM ,mujer,vestidos,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87047884-DEEP-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87047652-SUNNY-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87027160-WES-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87057159-ROSE-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87087661-LORO-A-LM ,mujer,vestidos,8,S-M-L-XL-,NULL,temporada,59-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87059059-COLORI-I-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87087877-FANI-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87087877-FANI-LM ,mujer,vestidos,9,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87037883-ANGELA-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87057160-SINER-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,Composición: 100%  poliéster,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87047649-KWAIT-LM ,mujer,vestidos,6,XS-S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 43%  viscosa-39%  poliéster-18%  polyester coat,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87047885-RAY-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87087662-TUCAN-A-LM ,mujer,vestidos,7,S-M-L-XL-,NULL,temporada,69-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87007139-ABRIL-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87007139-ABRIL-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87007139-ABRIL-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87037135-REX-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87057124-ARENA-LM ,mujer,camisas,10,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87092519-AVENIR-A-LM ,mujer,camisas,9,XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87034055-KIMONITO-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Cinturón: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87010505-OF-A-LM ,mujer,vestidos,7,S-M-L-XL-,NULL,temporada,59-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster. Lazo: 100%  poliéster. Vivo: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87010507-TAYLOR-A-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,79-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87090501-COPO-A-LM ,mujer,vestidos,8,L-XL-,NULL,temporada,69-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87040502-JAKE-A-LM ,mujer,vestidos,7,S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87020504-LOVER-A-LM ,mujer,vestidos,7,L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-Se puede usar secadora,MANGO,
REF. 87050539-RAYOS-H-LM ,mujer,vestidos,8,XS-S-M-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87091019-POME-H-LM ,mujer,vestidos,8,XS-S-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87091508-BRUSH-H-LM ,mujer,vestidos,7,M-L-,NULL,temporada,49-99 €,NULL,NULL,NULL,Composición: 100%  poliéster,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87070520-NIGHT-A-LM ,mujer,vestidos,8,XS-S-M-L-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 100%  poliéster,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87080509-CARRIE-A-LM ,mujer,vestidos,7,XS-S-M-L-,NULL,temporada,79-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Forro: 100%  poliéster,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87081007-TANK-H-LM ,mujer,vestidos,8,XS-S-M-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87041505-BAMBU-H-LM ,mujer,vestidos,8,XS-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87030552-PILLU-LM ,mujer,vestidos,7,XS-S-,NULL,temporada,25-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87010030-COFI7-N-LM ,mujer,vestidos,6,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87010030-COFI7-N-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87010030-COFI7-N-LM ,mujer,vestidos,6,S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87080540-RONY-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87090538-CAROLINA-LM ,mujer,vestidos,8,XS-M-L-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 150°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87090538-CAROLINA-LM ,mujer,vestidos,7,XS-M-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 150°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87090526-MIRAVENT-LM ,mujer,vestidos,9,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87050527-ADELINA-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87050527-ADELINA-LM ,mujer,vestidos,8,XS-S-M-L-XL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87050527-ADELINA-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040528-MORISA-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,Composición: 68%  viscosa-28%  poliamida-4%  elastano,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87060549-BASIC-LM ,mujer,vestidos,8,XS-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87060549-BASIC-LM ,mujer,vestidos,7,XS-M-XL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87040551-PRADO-H-LM ,mujer,vestidos,6,XS-S-M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87040526-NIBIA-LM ,mujer,vestidos,8,XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 48%  viscosa-31%  poliéster-21%  poliamida,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87080527-PICASSO-LM ,mujer,vestidos,10,XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 49%  acrílico-44%  poliéster-5%  lana-2%  elastano,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87050550-MILLE-H-LM ,mujer,vestidos,6,XS-S-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87010554-MILLE-H-LM ,mujer,vestidos,7,XS-S-M-L-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87030559-OKA-H-LM ,mujer,vestidos,7,XS-S-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87041027-PUNTI-I-LM ,mujer,vestidos,8,S-M-L-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 73%  viscosa-27%  poliamida,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87060535-HEDA-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,Composición: 50%  poliamida-50%  viscosa,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87070536-DERIBES-LM ,mujer,vestidos,9,XS-S-M-L-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040534-MAURA-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040534-MAURA-LM ,mujer,vestidos,6,XS-S-M-L-XL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040535-ELIA-LM ,mujer,vestidos,7,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  poliéster. Recubrimiento: 100%  poliuretano. Recubrimiento cinturón: 100%  poliuretano. Base cinturón: 100%  poliéster. Forro bolsillo: 80%  poliéster-20%  algodón,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-No planchar-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87075657-LUCI-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87075657-LUCI-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87048253-CECIL-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87067124-VIKI-LM ,mujer,camisas,7,S-M-L-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 47%  poliéster-30%  poliamida-23%  algodón. Forro: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87037879-KARINA-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87037879-KARINA-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87047877-LINO-LM ,mujer,camisas,7,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87047883-ANGELA-LM ,mujer,camisas,9,XS-S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87097155-DEEP-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87097155-DEEP-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87057158-AXEL-LM ,mujer,camisas,8,XS-S-M-L-XL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87057652-ROSE-LM ,mujer,camisas,6,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,Composición: 100%  poliéster,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 150°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO,
REF. 87047158-QUENTIN-LM ,mujer,camisas,7,XS-S-M-L-XL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
